security_id,rating_date,rating_type,total_vendors,score_min,score_max,score_diff,is_outlier,precision,outlier_pct
AM93THG,2024-09-26,Short Term,1,1.0,1.0,0,0,1.0,0
AM93THG,2024-09-28,Short Term,1,5.0,5.0,0,0,1.0,0
AM93THG,2024-10-05,Short Term,1,2.0,2.0,0,0,1.0,0
AM93THG,2024-10-06,Long Term,1,4.0,4.0,0,0,1.0,0
AM93THG,2024-10-13,Short Term,2,0.0,5.0,5,1,1.0,1
AM93THG,2024-10-23,Short Term,1,4.0,4.0,0,0,1.0,0
AM93THG,2024-10-31,Short Term,1,6.0,6.0,0,0,1.0,0
AM93THG,2024-11-17,Short Term,1,5.0,5.0,0,0,1.0,0
AM93THG,2024-11-26,Short Term,1,6.0,6.0,0,0,1.0,0
AM93THG,2024-11-29,Short Term,1,8.0,8.0,0,0,1.0,0
AM93THG,2024-12-07,Short Term,1,1.0,1.0,0,0,1.0,0
AM93THG,2024-12-20,Short Term,1,4.0,4.0,0,0,1.0,0
AM93THG,2024-12-30,Long Term,1,1.0,1.0,0,0,1.0,0
BNK120C,2024-06-01,Issuer Rating,2,6.0,8.0,2,1,1.0,1
BNK120C,2024-06-02,Issuer Rating,1,1.0,1.0,0,0,1.0,0
BNK120C,2024-06-14,Corporate Rating,1,2.0,2.0,0,0,1.0,0
BNK120C,2024-06-20,Short Term,1,6.0,6.0,0,0,1.0,0
BNK120C,2024-07-08,Long Term,1,6.0,6.0,0,0,1.0,0
BNK120C,2024-07-22,Short Term,1,2.0,2.0,0,0,1.0,0
BNK120C,2024-08-02,Short Term,1,1.0,1.0,0,0,1.0,0
BNK120C,2024-08-04,Long Term,1,6.0,6.0,0,0,1.0,0
BNK120C,2024-08-14,Issuer Rating,1,6.0,6.0,0,0,1.0,0
BNK120C,2024-08-17,Short Term,1,2.0,2.0,0,0,1.0,0
BNK120C,2024-08-21,Long Term,1,6.0,6.0,0,0,1.0,0
BNK120C,2024-08-29,Short Term,1,1.0,1.0,0,0,1.0,0
BNK120C,2024-09-01,Short Term,1,2.0,2.0,0,0,1.0,0
BNK120C,2024-09-02,Long Term,1,5.0,5.0,0,0,1.0,0
BNK120C,2024-09-28,Short Term,1,5.0,5.0,0,0,1.0,0
BNK120C,2024-09-29,Short Term,1,7.0,7.0,0,0,1.0,0
BNK120C,2024-09-30,Issuer Rating,1,2.0,2.0,0,0,1.0,0
BNK120C,2024-10-01,Long Term,1,5.0,5.0,0,0,1.0,0
BNK120C,2024-10-03,Issuer Rating,1,5.0,5.0,0,0,1.0,0
BNK120C,2024-10-07,Short Term,1,5.0,5.0,0,0,1.0,0
BNK120C,2024-10-09,Short Term,1,4.0,4.0,0,0,1.0,0
BNK120C,2024-11-07,Corporate Rating,1,2.0,2.0,0,0,1.0,0
BNK120C,2024-11-19,Short Term,1,5.0,5.0,0,0,1.0,0
BNK120C,2024-11-22,Issuer Rating,1,6.0,6.0,0,0,1.0,0
BNK120C,2024-11-26,Issuer Rating,1,3.0,3.0,0,0,1.0,0
BNK120C,2024-11-30,Long Term,1,2.0,2.0,0,0,1.0,0
BNK120C,2024-12-05,Corporate Rating,1,2.0,2.0,0,0,1.0,0
BNK120C,2024-12-10,Issuer Rating,1,5.0,5.0,0,0,1.0,0
BNK120C,2024-12-14,Corporate Rating,1,5.0,5.0,0,0,1.0,0
BNK120C,2024-12-19,Long Term,1,6.0,6.0,0,0,1.0,0
BNK120C,2024-12-19,Short Term,1,3.0,3.0,0,0,1.0,0
BNK120C,2024-12-21,Short Term,1,4.0,4.0,0,0,1.0,0
BNK120C,2024-12-24,Corporate Rating,1,5.0,5.0,0,0,1.0,0
BNK120C,2024-12-24,Short Term,1,4.0,4.0,0,0,1.0,0
BNK120C,2024-12-25,Corporate Rating,1,6.0,6.0,0,0,1.0,0
BNK120C,2025-01-05,Short Term,1,1.0,1.0,0,0,1.0,0
BNK120C,2025-01-07,Long Term,1,7.0,7.0,0,0,1.0,0
BNK120C,2025-01-08,Long Term,1,3.0,3.0,0,0,1.0,0
BNK120C,2025-01-19,Short Term,1,4.0,4.0,0,0,1.0,0
BNK120C,2025-01-27,Corporate Rating,1,2.0,2.0,0,0,1.0,0
BNK120C,2025-01-30,Long Term,1,4.0,4.0,0,0,1.0,0
BNK120C,2025-02-01,Short Term,1,5.0,5.0,0,0,1.0,0
BNK120C,2025-02-05,Long Term,1,3.0,3.0,0,0,1.0,0
BNK120C,2025-02-10,Issuer Rating,1,2.0,2.0,0,0,1.0,0
BNK120C,2025-02-17,Issuer Rating,1,9.0,9.0,0,0,1.0,0
BNK120C,2025-02-26,Issuer Rating,1,5.0,5.0,0,0,1.0,0
BNK120C,2025-03-06,Short Term,1,1.0,1.0,0,0,1.0,0
BNK120C,2025-03-09,Short Term,1,2.0,2.0,0,0,1.0,0
BNK120C,2025-03-16,Issuer Rating,1,8.0,8.0,0,0,1.0,0
BNK120C,2025-03-31,Long Term,1,2.0,2.0,0,0,1.0,0
BNK120C,2025-04-09,Long Term,1,7.0,7.0,0,0,1.0,0
BNK120C,2025-05-08,Long Term,1,6.0,6.0,0,0,1.0,0
BNK120C,2025-05-21,Long Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-01-01,Short Term,1,3.0,3.0,0,0,1.0,0
BRX45LP,2024-01-04,Long Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-01-23,Short Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-02-03,Short Term,1,6.0,6.0,0,0,1.0,0
BRX45LP,2024-02-17,Long Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-02-17,Short Term,1,6.0,6.0,0,0,1.0,0
BRX45LP,2024-02-23,Short Term,1,1.0,1.0,0,0,1.0,0
BRX45LP,2024-02-26,Short Term,1,7.0,7.0,0,0,1.0,0
BRX45LP,2024-02-27,Short Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-03-02,Long Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-03-15,Long Term,1,6.0,6.0,0,0,1.0,0
BRX45LP,2024-03-21,Long Term,1,6.0,6.0,0,0,1.0,0
BRX45LP,2024-03-22,Long Term,1,8.0,8.0,0,0,1.0,0
BRX45LP,2024-03-23,Long Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-03-25,Long Term,1,4.0,4.0,0,0,1.0,0
BRX45LP,2024-03-31,Short Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-04-03,Long Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-04-06,Short Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-04-16,Short Term,1,6.0,6.0,0,0,1.0,0
BRX45LP,2024-04-18,Short Term,1,6.0,6.0,0,0,1.0,0
BRX45LP,2024-04-24,Long Term,1,7.0,7.0,0,0,1.0,0
BRX45LP,2024-05-01,Short Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-05-08,Long Term,1,6.0,6.0,0,0,1.0,0
BRX45LP,2024-05-13,Short Term,1,8.0,8.0,0,0,1.0,0
BRX45LP,2024-05-14,Short Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-05-17,Short Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-05-18,Short Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-05-30,Long Term,1,4.0,4.0,0,0,1.0,0
BRX45LP,2024-06-01,Long Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-06-22,Short Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-07-07,Long Term,1,1.0,1.0,0,0,1.0,0
BRX45LP,2024-07-09,Short Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-07-17,Long Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-07-22,Long Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-07-25,Long Term,1,6.0,6.0,0,0,1.0,0
BRX45LP,2024-07-25,Short Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-08-01,Long Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-08-07,Short Term,1,4.0,4.0,0,0,1.0,0
BRX45LP,2024-08-11,Short Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-08-15,Short Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-08-25,Long Term,1,3.0,3.0,0,0,1.0,0
BRX45LP,2024-09-01,Long Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-09-09,Short Term,1,3.0,3.0,0,0,1.0,0
BRX45LP,2024-09-14,Long Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-09-18,Long Term,1,3.0,3.0,0,0,1.0,0
BRX45LP,2024-09-18,Short Term,1,6.0,6.0,0,0,1.0,0
BRX45LP,2024-09-26,Long Term,1,4.0,4.0,0,0,1.0,0
BRX45LP,2024-09-26,Short Term,1,0.0,0.0,0,0,1.0,0
BRX45LP,2024-10-01,Long Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-10-06,Long Term,1,9.0,9.0,0,0,1.0,0
BRX45LP,2024-10-19,Long Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-10-20,Short Term,1,3.0,3.0,0,0,1.0,0
BRX45LP,2024-10-22,Long Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-10-30,Short Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-10-31,Long Term,1,4.0,4.0,0,0,1.0,0
BRX45LP,2024-10-31,Short Term,1,3.0,3.0,0,0,1.0,0
BRX45LP,2024-11-01,Long Term,1,0.0,0.0,0,0,1.0,0
BRX45LP,2024-11-02,Long Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-11-07,Long Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-11-09,Short Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-11-17,Long Term,1,1.0,1.0,0,0,1.0,0
BRX45LP,2024-11-18,Short Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-12-04,Short Term,1,5.0,5.0,0,0,1.0,0
BRX45LP,2024-12-09,Short Term,1,8.0,8.0,0,0,1.0,0
BRX45LP,2024-12-20,Long Term,1,2.0,2.0,0,0,1.0,0
BRX45LP,2024-12-22,Long Term,1,2.0,2.0,0,0,1.0,0
DFR890P,2024-06-17,Issuer Rating,1,5.0,5.0,0,0,1.0,0
DFR890P,2024-07-03,Short Term,1,1.0,1.0,0,0,1.0,0
DFR890P,2024-07-06,Short Term,1,4.0,4.0,0,0,1.0,0
DFR890P,2024-07-08,Short Term,1,2.0,2.0,0,0,1.0,0
DFR890P,2024-07-13,Corporate Rating,1,2.0,2.0,0,0,1.0,0
DFR890P,2024-07-15,Corporate Rating,1,2.0,2.0,0,0,1.0,0
DFR890P,2024-07-17,Long Term,1,9.0,9.0,0,0,1.0,0
DFR890P,2024-07-25,Issuer Rating,1,5.0,5.0,0,0,1.0,0
DFR890P,2024-07-26,Short Term,1,5.0,5.0,0,0,1.0,0
DFR890P,2024-07-29,Long Term,1,3.0,3.0,0,0,1.0,0
DFR890P,2024-08-07,Corporate Rating,1,6.0,6.0,0,0,1.0,0
DFR890P,2024-08-14,Long Term,1,5.0,5.0,0,0,1.0,0
DFR890P,2024-08-29,Corporate Rating,1,7.0,7.0,0,0,1.0,0
DFR890P,2024-08-29,Short Term,1,5.0,5.0,0,0,1.0,0
DFR890P,2024-08-31,Long Term,1,4.0,4.0,0,0,1.0,0
DFR890P,2024-09-03,Short Term,1,2.0,2.0,0,0,1.0,0
DFR890P,2024-09-05,Issuer Rating,1,2.0,2.0,0,0,1.0,0
DFR890P,2024-09-10,Short Term,1,6.0,6.0,0,0,1.0,0
DFR890P,2024-09-11,Short Term,1,5.0,5.0,0,0,1.0,0
DFR890P,2024-09-19,Corporate Rating,1,5.0,5.0,0,0,1.0,0
DFR890P,2024-09-23,Short Term,1,3.0,3.0,0,0,1.0,0
DFR890P,2024-09-27,Long Term,1,1.0,1.0,0,0,1.0,0
DFR890P,2024-10-02,Long Term,1,6.0,6.0,0,0,1.0,0
DFR890P,2024-10-09,Corporate Rating,1,7.0,7.0,0,0,1.0,0
DFR890P,2024-10-17,Long Term,1,3.0,3.0,0,0,1.0,0
DFR890P,2024-10-22,Issuer Rating,1,9.0,9.0,0,0,1.0,0
DFR890P,2024-11-01,Issuer Rating,1,1.0,1.0,0,0,1.0,0
DFR890P,2024-11-04,Short Term,1,6.0,6.0,0,0,1.0,0
DFR890P,2024-11-13,Short Term,1,6.0,6.0,0,0,1.0,0
DFR890P,2024-11-20,Corporate Rating,1,0.0,0.0,0,0,1.0,0
DFR890P,2024-11-21,Corporate Rating,1,5.0,5.0,0,0,1.0,0
DFR890P,2024-11-22,Corporate Rating,1,6.0,6.0,0,0,1.0,0
DFR890P,2024-11-28,Corporate Rating,1,3.0,3.0,0,0,1.0,0
DFR890P,2024-12-03,Long Term,1,6.0,6.0,0,0,1.0,0
DFR890P,2024-12-19,Corporate Rating,1,3.0,3.0,0,0,1.0,0
DFR890P,2024-12-21,Corporate Rating,1,6.0,6.0,0,0,1.0,0
DFR890P,2024-12-23,Issuer Rating,1,3.0,3.0,0,0,1.0,0
DFR890P,2024-12-28,Issuer Rating,1,2.0,2.0,0,0,1.0,0
DFR890P,2025-01-05,Long Term,1,2.0,2.0,0,0,1.0,0
DFR890P,2025-01-11,Issuer Rating,1,7.0,7.0,0,0,1.0,0
DFR890P,2025-01-13,Short Term,1,6.0,6.0,0,0,1.0,0
DFR890P,2025-01-20,Issuer Rating,1,8.0,8.0,0,0,1.0,0
DFR890P,2025-01-21,Long Term,1,5.0,5.0,0,0,1.0,0
DFR890P,2025-02-06,Short Term,1,5.0,5.0,0,0,1.0,0
DFR890P,2025-02-08,Issuer Rating,1,2.0,2.0,0,0,1.0,0
DFR890P,2025-02-10,Corporate Rating,1,9.0,9.0,0,0,1.0,0
DFR890P,2025-02-19,Corporate Rating,1,6.0,6.0,0,0,1.0,0
DFR890P,2025-02-23,Corporate Rating,1,2.0,2.0,0,0,1.0,0
DFR890P,2025-02-26,Issuer Rating,1,6.0,6.0,0,0,1.0,0
DFR890P,2025-03-01,Issuer Rating,1,2.0,2.0,0,0,1.0,0
DFR890P,2025-03-01,Short Term,1,2.0,2.0,0,0,1.0,0
DFR890P,2025-03-05,Short Term,1,2.0,2.0,0,0,1.0,0
DFR890P,2025-03-12,Short Term,1,1.0,1.0,0,0,1.0,0
DFR890P,2025-03-20,Corporate Rating,1,5.0,5.0,0,0,1.0,0
DFR890P,2025-03-21,Corporate Rating,1,3.0,3.0,0,0,1.0,0
DFR890P,2025-04-03,Short Term,1,6.0,6.0,0,0,1.0,0
DFR890P,2025-04-04,Corporate Rating,1,6.0,6.0,0,0,1.0,0
DFR890P,2025-04-28,Long Term,1,5.0,5.0,0,0,1.0,0
DFR890P,2025-05-04,Long Term,1,2.0,2.0,0,0,1.0,0
DFR890P,2025-05-13,Short Term,1,2.0,2.0,0,0,1.0,0
DFR890P,2025-05-17,Issuer Rating,1,2.0,2.0,0,0,1.0,0
DFR890P,2025-05-17,Short Term,1,9.0,9.0,0,0,1.0,0
DFR890P,2025-05-18,Issuer Rating,1,7.0,7.0,0,0,1.0,0
DFR890P,2025-05-19,Issuer Rating,1,8.0,8.0,0,0,1.0,0
DFR890P,2025-05-24,Corporate Rating,1,1.0,1.0,0,0,1.0,0
DFR890P,2025-05-25,Corporate Rating,1,5.0,5.0,0,0,1.0,0
DFR890P,2025-05-26,Corporate Rating,1,5.0,5.0,0,0,1.0,0
DFR890P,2025-05-30,Issuer Rating,1,5.0,5.0,0,0,1.0,0
DFR890P,2025-06-01,Corporate Rating,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-01-06,Long Term,1,0.0,0.0,0,0,1.0,0
FRD24GG,2024-01-08,Short Term,1,9.0,9.0,0,0,1.0,0
FRD24GG,2024-01-19,Long Term,1,3.0,3.0,0,0,1.0,0
FRD24GG,2024-01-26,Long Term,1,2.0,2.0,0,0,1.0,0
FRD24GG,2024-02-02,Short Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-02-04,Long Term,1,2.0,2.0,0,0,1.0,0
FRD24GG,2024-02-08,Long Term,1,3.0,3.0,0,0,1.0,0
FRD24GG,2024-02-16,Short Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-03-05,Long Term,1,1.0,1.0,0,0,1.0,0
FRD24GG,2024-03-11,Short Term,1,1.0,1.0,0,0,1.0,0
FRD24GG,2024-03-15,Long Term,1,2.0,2.0,0,0,1.0,0
FRD24GG,2024-03-21,Long Term,1,2.0,2.0,0,0,1.0,0
FRD24GG,2024-03-26,Long Term,1,4.0,4.0,0,0,1.0,0
FRD24GG,2024-03-30,Short Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-03-31,Short Term,1,4.0,4.0,0,0,1.0,0
FRD24GG,2024-04-06,Short Term,1,1.0,1.0,0,0,1.0,0
FRD24GG,2024-04-15,Short Term,1,7.0,7.0,0,0,1.0,0
FRD24GG,2024-04-21,Long Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-04-21,Short Term,1,2.0,2.0,0,0,1.0,0
FRD24GG,2024-04-23,Long Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-04-24,Long Term,2,3.0,5.0,2,1,1.0,1
FRD24GG,2024-05-25,Long Term,1,6.0,6.0,0,0,1.0,0
FRD24GG,2024-06-04,Long Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-06-04,Short Term,2,6.0,6.0,0,0,1.0,0
FRD24GG,2024-06-08,Short Term,1,6.0,6.0,0,0,1.0,0
FRD24GG,2024-06-09,Short Term,1,7.0,7.0,0,0,1.0,0
FRD24GG,2024-06-12,Short Term,1,8.0,8.0,0,0,1.0,0
FRD24GG,2024-06-21,Short Term,1,6.0,6.0,0,0,1.0,0
FRD24GG,2024-06-22,Long Term,1,1.0,1.0,0,0,1.0,0
FRD24GG,2024-06-26,Short Term,1,2.0,2.0,0,0,1.0,0
FRD24GG,2024-07-02,Short Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-07-05,Long Term,2,0.0,6.0,6,1,1.0,1
FRD24GG,2024-07-09,Short Term,1,0.0,0.0,0,0,1.0,0
FRD24GG,2024-07-13,Short Term,1,2.0,2.0,0,0,1.0,0
FRD24GG,2024-07-18,Long Term,2,6.0,7.0,1,0,1.0,0
FRD24GG,2024-07-19,Short Term,1,4.0,4.0,0,0,1.0,0
FRD24GG,2024-08-10,Long Term,1,6.0,6.0,0,0,1.0,0
FRD24GG,2024-08-11,Short Term,1,1.0,1.0,0,0,1.0,0
FRD24GG,2024-08-17,Short Term,1,0.0,0.0,0,0,1.0,0
FRD24GG,2024-08-20,Short Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-08-23,Long Term,1,2.0,2.0,0,0,1.0,0
FRD24GG,2024-08-27,Long Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-09-04,Long Term,1,4.0,4.0,0,0,1.0,0
FRD24GG,2024-09-21,Long Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-09-23,Short Term,2,2.0,4.0,2,1,1.0,1
FRD24GG,2024-10-03,Long Term,1,0.0,0.0,0,0,1.0,0
FRD24GG,2024-10-06,Short Term,2,2.0,4.0,2,1,1.0,1
FRD24GG,2024-10-08,Short Term,1,6.0,6.0,0,0,1.0,0
FRD24GG,2024-10-14,Short Term,1,1.0,1.0,0,0,1.0,0
FRD24GG,2024-10-19,Long Term,1,9.0,9.0,0,0,1.0,0
FRD24GG,2024-10-20,Long Term,1,1.0,1.0,0,0,1.0,0
FRD24GG,2024-10-21,Long Term,1,6.0,6.0,0,0,1.0,0
FRD24GG,2024-11-14,Long Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-11-19,Long Term,2,0.0,5.0,5,1,1.0,1
FRD24GG,2024-11-20,Short Term,1,4.0,4.0,0,0,1.0,0
FRD24GG,2024-11-30,Long Term,1,8.0,8.0,0,0,1.0,0
FRD24GG,2024-12-02,Short Term,1,1.0,1.0,0,0,1.0,0
FRD24GG,2024-12-10,Short Term,1,2.0,2.0,0,0,1.0,0
FRD24GG,2024-12-11,Short Term,1,3.0,3.0,0,0,1.0,0
FRD24GG,2024-12-17,Long Term,1,5.0,5.0,0,0,1.0,0
FRD24GG,2024-12-28,Long Term,1,6.0,6.0,0,0,1.0,0
KLP230R,2024-01-12,Short Term,1,1.0,1.0,0,0,1.0,0
KLP230R,2024-01-22,Short Term,1,6.0,6.0,0,0,1.0,0
KLP230R,2024-01-23,Long Term,1,6.0,6.0,0,0,1.0,0
KLP230R,2024-01-24,Long Term,1,5.0,5.0,0,0,1.0,0
KLP230R,2024-01-28,Short Term,1,6.0,6.0,0,0,1.0,0
KLP230R,2024-01-29,Short Term,1,2.0,2.0,0,0,1.0,0
KLP230R,2024-02-11,Long Term,1,5.0,5.0,0,0,1.0,0
KLP230R,2024-02-23,Long Term,1,5.0,5.0,0,0,1.0,0
KLP230R,2024-02-25,Long Term,1,4.0,4.0,0,0,1.0,0
KLP230R,2024-02-27,Long Term,1,5.0,5.0,0,0,1.0,0
KLP230R,2024-02-29,Short Term,1,1.0,1.0,0,0,1.0,0
KLP230R,2024-03-01,Short Term,1,3.0,3.0,0,0,1.0,0
KLP230R,2024-03-02,Long Term,1,7.0,7.0,0,0,1.0,0
KLP230R,2024-03-13,Short Term,1,2.0,2.0,0,0,1.0,0
KLP230R,2024-03-30,Long Term,1,1.0,1.0,0,0,1.0,0
KLP230R,2024-04-10,Long Term,1,1.0,1.0,0,0,1.0,0
KLP230R,2024-04-13,Long Term,1,1.0,1.0,0,0,1.0,0
KLP230R,2024-05-03,Short Term,1,2.0,2.0,0,0,1.0,0
KLP230R,2024-05-22,Long Term,1,6.0,6.0,0,0,1.0,0
KLP230R,2024-05-29,Long Term,1,5.0,5.0,0,0,1.0,0
KLP230R,2024-05-30,Long Term,1,2.0,2.0,0,0,1.0,0
KLP230R,2024-05-31,Long Term,1,7.0,7.0,0,0,1.0,0
KLP230R,2024-06-04,Short Term,1,1.0,1.0,0,0,1.0,0
KLP230R,2024-06-10,Long Term,1,1.0,1.0,0,0,1.0,0
KLP230R,2024-06-13,Long Term,1,2.0,2.0,0,0,1.0,0
KLP230R,2024-06-14,Long Term,1,6.0,6.0,0,0,1.0,0
KLP230R,2024-06-18,Long Term,1,2.0,2.0,0,0,1.0,0
KLP230R,2024-07-03,Short Term,1,1.0,1.0,0,0,1.0,0
KLP230R,2024-07-10,Short Term,1,3.0,3.0,0,0,1.0,0
KLP230R,2024-07-20,Short Term,1,0.0,0.0,0,0,1.0,0
KLP230R,2024-08-02,Long Term,2,0.0,1.0,1,0,1.0,0
KLP230R,2024-08-17,Long Term,1,6.0,6.0,0,0,1.0,0
KLP230R,2024-08-19,Long Term,1,3.0,3.0,0,0,1.0,0
KLP230R,2024-08-30,Long Term,1,3.0,3.0,0,0,1.0,0
KLP230R,2024-09-03,Short Term,1,9.0,9.0,0,0,1.0,0
KLP230R,2024-09-09,Long Term,1,4.0,4.0,0,0,1.0,0
KLP230R,2024-09-19,Long Term,1,2.0,2.0,0,0,1.0,0
KLP230R,2024-09-22,Short Term,1,3.0,3.0,0,0,1.0,0
KLP230R,2024-09-23,Long Term,1,4.0,4.0,0,0,1.0,0
KLP230R,2024-10-15,Long Term,1,0.0,0.0,0,0,1.0,0
