security_id,security_name,sector,country,vendor,rating_type,rating_date,rating_code,vendor_code,vendor_id,source_feed_id
SEC_1000,Security_0,Telecom,Germany,Fitch,Short Term,2025-10-10,A+,FIT855,3,FEED_4896
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2021-01-01,CC,DBR793,2,FEED_5260
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2021-10-12,A,DBR383,2,FEED_7941
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2021-09-12,A,DBR411,2,FEED_4808
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2023-03-19,CCC,DBR198,2,FEED_6246
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2022-05-20,BBB,DBR296,2,FEED_9384
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2023-02-05,A,DBR581,2,FEED_4845
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2025-09-25,AA-,DBR977,2,FEED_3577
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2024-05-17,A-,DBR325,2,FEED_1091
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2024-06-10,A-,DBR944,2,FEED_5234
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2024-11-23,BB+,DBR714,2,FEED_9672
SEC_1001,Security_1,Pharma,Japan,DBRS,Bond Rating,2025-12-06,BBB-,DBR717,2,FEED_7592
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2021-01-01,CCC,KRO464,5,FEED_9128
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2021-05-22,CC,KRO467,5,FEED_2075
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2021-03-04,AAA,KRO669,5,FEED_3513
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2023-04-30,BB,KRO689,5,FEED_9168
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2021-09-22,BBB,KRO174,5,FEED_7861
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2024-08-03,AA,KRO141,5,FEED_9990
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2023-11-23,CCC,KRO521,5,FEED_1604
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2025-07-18,AA,KRO935,5,FEED_3979
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2024-12-19,AAA,KRO280,5,FEED_8140
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2024-07-29,BB+,KRO644,5,FEED_8065
SEC_1001,Security_1,Pharma,Japan,Kroll,Long Term,2024-11-21,BBB+,KRO170,5,FEED_5916
SEC_1001,Security_1,Pharma,Japan,ICRA,Short Term,2021-01-01,AA,ICR667,4,FEED_7800
SEC_1001,Security_1,Pharma,Japan,ICRA,Short Term,2021-05-22,AA,ICR204,4,FEED_1597
SEC_1001,Security_1,Pharma,Japan,ICRA,Short Term,2021-12-31,C,ICR299,4,FEED_8320
SEC_1001,Security_1,Pharma,Japan,ICRA,Short Term,2022-11-01,AA,ICR200,4,FEED_9705
SEC_1001,Security_1,Pharma,Japan,ICRA,Short Term,2023-08-07,BBB,ICR867,4,FEED_6622
SEC_1001,Security_1,Pharma,Japan,ICRA,Short Term,2023-08-09,AA-,ICR406,4,FEED_2877
SEC_1001,Security_1,Pharma,Japan,ICRA,Short Term,2023-09-12,AA,ICR685,4,FEED_2699
SEC_1001,Security_1,Pharma,Japan,ICRA,Short Term,2024-01-05,AAA,ICR782,4,FEED_6780
SEC_1001,Security_1,Pharma,Japan,ICRA,Short Term,2025-06-29,BB,ICR476,4,FEED_1716
SEC_1001,Security_1,Pharma,Japan,ICRA,Short Term,2022-04-05,B+,ICR754,4,FEED_5086
SEC_1002,Security_2,Automobile,UK,ICRA,Issuer Rating,2021-01-01,AA-,ICR777,4,FEED_1665
SEC_1002,Security_2,Automobile,UK,ICRA,Issuer Rating,2021-03-06,CC,ICR498,4,FEED_8846
SEC_1002,Security_2,Automobile,UK,ICRA,Issuer Rating,2021-04-03,BB,ICR872,4,FEED_7611
SEC_1002,Security_2,Automobile,UK,ICRA,Issuer Rating,2023-01-18,B+,ICR320,4,FEED_2079
SEC_1002,Security_2,Automobile,UK,ICRA,Issuer Rating,2021-05-21,AA,ICR694,4,FEED_9419
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2021-01-01,CC,DBR281,2,FEED_9340
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2021-07-30,AA,DBR406,2,FEED_2069
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2022-03-11,AAA,DBR621,2,FEED_6263
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2022-03-12,AAA,DBR495,2,FEED_8951
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2024-02-15,AA,DBR103,2,FEED_2363
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2023-02-25,C,DBR962,2,FEED_5508
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2025-02-21,AA,DBR947,2,FEED_2755
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2024-11-22,C,DBR903,2,FEED_1519
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2024-12-11,AA+,DBR380,2,FEED_6463
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2024-11-05,BBB-,DBR314,2,FEED_8233
SEC_1002,Security_2,Automobile,UK,DBRS,Short Term,2024-08-23,AAA,DBR709,2,FEED_2102
SEC_1002,Security_2,Automobile,UK,Moody's,Short Term,2021-01-01,AA,MOO519,6,FEED_1597
SEC_1002,Security_2,Automobile,UK,Moody's,Short Term,2021-02-12,A-,MOO200,6,FEED_4273
SEC_1002,Security_2,Automobile,UK,Moody's,Short Term,2021-05-11,BB-,MOO620,6,FEED_6781
SEC_1002,Security_2,Automobile,UK,Moody's,Short Term,2021-05-28,AAA,MOO672,6,FEED_7256
SEC_1002,Security_2,Automobile,UK,Moody's,Short Term,2024-03-18,B+,MOO408,6,FEED_8258
SEC_1002,Security_2,Automobile,UK,Moody's,Short Term,2023-05-06,BB,MOO757,6,FEED_9780
SEC_1002,Security_2,Automobile,UK,Moody's,Short Term,2023-10-30,AA+,MOO609,6,FEED_7554
SEC_1002,Security_2,Automobile,UK,Moody's,Short Term,2025-09-05,D,MOO162,6,FEED_9002
SEC_1002,Security_2,Automobile,UK,Moody's,Short Term,2024-12-27,CC,MOO732,6,FEED_5846
SEC_1002,Security_2,Automobile,UK,S&P,Bond Rating,2021-01-01,BB+,S&P325,8,FEED_5798
SEC_1002,Security_2,Automobile,UK,S&P,Bond Rating,2021-05-11,AAA,S&P204,8,FEED_7605
SEC_1002,Security_2,Automobile,UK,S&P,Bond Rating,2022-08-10,BB,S&P871,8,FEED_3986
SEC_1002,Security_2,Automobile,UK,S&P,Bond Rating,2022-02-16,A+,S&P960,8,FEED_1400
SEC_1002,Security_2,Automobile,UK,S&P,Bond Rating,2022-06-13,AA-,S&P524,8,FEED_3855
SEC_1002,Security_2,Automobile,UK,S&P,Bond Rating,2024-12-26,BB-,S&P354,8,FEED_4412
SEC_1002,Security_2,Automobile,UK,S&P,Bond Rating,2022-04-02,AA,S&P528,8,FEED_1056
SEC_1002,Security_2,Automobile,UK,S&P,Bond Rating,2024-04-26,BB-,S&P533,8,FEED_9022
SEC_1002,Security_2,Automobile,UK,S&P,Bond Rating,2024-05-09,BBB-,S&P306,8,FEED_2875
SEC_1002,Security_2,Automobile,UK,S&P,Bond Rating,2025-08-11,D,S&P127,8,FEED_5543
SEC_1002,Security_2,Automobile,UK,Kroll,Issuer Rating,2021-01-01,A+,KRO781,5,FEED_5298
SEC_1002,Security_2,Automobile,UK,Kroll,Issuer Rating,2021-05-27,BBB,KRO435,5,FEED_4768
SEC_1002,Security_2,Automobile,UK,Kroll,Issuer Rating,2021-11-13,AAA,KRO687,5,FEED_6752
SEC_1002,Security_2,Automobile,UK,Kroll,Issuer Rating,2023-03-16,AA+,KRO727,5,FEED_5833
SEC_1002,Security_2,Automobile,UK,Kroll,Issuer Rating,2022-05-16,CCC,KRO168,5,FEED_2353
SEC_1002,Security_2,Automobile,UK,Kroll,Issuer Rating,2022-08-14,BBB+,KRO965,5,FEED_5987
SEC_1002,Security_2,Automobile,UK,Kroll,Issuer Rating,2025-05-16,AAA,KRO845,5,FEED_7597
SEC_1002,Security_2,Automobile,UK,Kroll,Issuer Rating,2025-03-07,A-,KRO612,5,FEED_5311
SEC_1002,Security_2,Automobile,UK,Kroll,Issuer Rating,2025-11-04,A+,KRO266,5,FEED_3934
SEC_1002,Security_2,Automobile,UK,Morningstar,Long Term,2021-01-01,D,MOR963,7,FEED_1022
SEC_1002,Security_2,Automobile,UK,Morningstar,Long Term,2021-04-26,B+,MOR829,7,FEED_2209
SEC_1002,Security_2,Automobile,UK,Morningstar,Long Term,2022-05-14,A+,MOR884,7,FEED_9940
SEC_1002,Security_2,Automobile,UK,Morningstar,Long Term,2021-08-17,CC,MOR467,7,FEED_1804
SEC_1002,Security_2,Automobile,UK,Morningstar,Long Term,2022-05-08,B+,MOR350,7,FEED_9325
SEC_1002,Security_2,Automobile,UK,Morningstar,Long Term,2024-03-11,CCC,MOR958,7,FEED_5416
SEC_1002,Security_2,Automobile,UK,Morningstar,Long Term,2025-01-22,CCC,MOR955,7,FEED_9625
SEC_1002,Security_2,Automobile,UK,Morningstar,Long Term,2022-04-22,AA-,MOR785,7,FEED_6141
SEC_1002,Security_2,Automobile,UK,CARE,Bond Rating,2021-01-01,BBB-,CAR269,1,FEED_5968
SEC_1002,Security_2,Automobile,UK,CARE,Bond Rating,2021-10-03,A+,CAR857,1,FEED_4671
SEC_1002,Security_2,Automobile,UK,CARE,Bond Rating,2021-09-16,AA+,CAR189,1,FEED_8292
SEC_1002,Security_2,Automobile,UK,CARE,Bond Rating,2022-09-20,BBB-,CAR660,1,FEED_8001
SEC_1002,Security_2,Automobile,UK,CARE,Bond Rating,2024-01-22,D,CAR545,1,FEED_3098
SEC_1002,Security_2,Automobile,UK,CARE,Bond Rating,2022-09-18,AAA,CAR393,1,FEED_9444
SEC_1002,Security_2,Automobile,UK,CARE,Bond Rating,2021-07-18,CCC,CAR249,1,FEED_6061
SEC_1003,Security_3,Pharma,Canada,CARE,Short Term,2021-01-01,BB+,CAR231,1,FEED_4264
SEC_1003,Security_3,Pharma,Canada,CARE,Short Term,2021-05-11,BB,CAR532,1,FEED_6435
SEC_1003,Security_3,Pharma,Canada,CARE,Short Term,2021-07-08,AAA,CAR158,1,FEED_9493
SEC_1003,Security_3,Pharma,Canada,CARE,Short Term,2022-08-15,BBB-,CAR935,1,FEED_7691
SEC_1003,Security_3,Pharma,Canada,CARE,Short Term,2021-10-16,BB,CAR298,1,FEED_3763
SEC_1003,Security_3,Pharma,Canada,Morningstar,Issuer Rating,2021-01-01,D,MOR314,7,FEED_5005
SEC_1003,Security_3,Pharma,Canada,Morningstar,Issuer Rating,2021-09-29,AA,MOR997,7,FEED_4241
SEC_1003,Security_3,Pharma,Canada,Morningstar,Issuer Rating,2022-05-04,CC,MOR660,7,FEED_4057
SEC_1003,Security_3,Pharma,Canada,Morningstar,Issuer Rating,2021-12-24,BBB+,MOR571,7,FEED_1550
SEC_1003,Security_3,Pharma,Canada,Morningstar,Issuer Rating,2022-05-04,BBB-,MOR843,7,FEED_6574
SEC_1003,Security_3,Pharma,Canada,Morningstar,Issuer Rating,2022-08-19,AA+,MOR346,7,FEED_6411
SEC_1003,Security_3,Pharma,Canada,S&P,Long Term,2021-01-01,C,S&P481,8,FEED_2587
SEC_1003,Security_3,Pharma,Canada,S&P,Long Term,2021-04-15,AA-,S&P338,8,FEED_6920
SEC_1003,Security_3,Pharma,Canada,S&P,Long Term,2022-05-08,AA-,S&P466,8,FEED_6260
SEC_1003,Security_3,Pharma,Canada,S&P,Long Term,2022-10-26,AA,S&P267,8,FEED_5409
SEC_1003,Security_3,Pharma,Canada,S&P,Long Term,2023-04-05,AA,S&P659,8,FEED_6783
SEC_1003,Security_3,Pharma,Canada,S&P,Long Term,2021-11-22,C,S&P150,8,FEED_1712
SEC_1003,Security_3,Pharma,Canada,S&P,Long Term,2023-01-21,A+,S&P910,8,FEED_6406
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2021-01-01,AA,ICR709,4,FEED_8990
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2021-04-02,CCC,ICR827,4,FEED_8420
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2022-05-08,BB-,ICR788,4,FEED_7843
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2022-10-11,D,ICR479,4,FEED_3433
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2023-04-05,AA-,ICR573,4,FEED_4301
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2024-08-03,D,ICR179,4,FEED_1270
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2022-09-23,BBB,ICR796,4,FEED_2079
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2025-07-04,D,ICR466,4,FEED_6322
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2024-10-16,A+,ICR560,4,FEED_9795
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2024-02-27,BB,ICR638,4,FEED_6257
SEC_1003,Security_3,Pharma,Canada,ICRA,Issuer Rating,2022-06-25,AA-,ICR551,4,FEED_8982
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2021-01-01,AA,FIT563,3,FEED_7214
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2021-09-02,BB+,FIT577,3,FEED_6006
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2021-12-17,B,FIT519,3,FEED_4985
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2021-11-12,BBB,FIT806,3,FEED_9791
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2022-02-17,BB,FIT313,3,FEED_9705
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2024-11-11,A,FIT468,3,FEED_6991
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2021-08-05,B+,FIT953,3,FEED_7227
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2024-04-05,BBB+,FIT213,3,FEED_8833
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2025-05-12,BBB,FIT853,3,FEED_3886
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2024-09-21,AA+,FIT602,3,FEED_3653
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2021-12-07,A+,FIT735,3,FEED_5864
SEC_1004,Security_4,Pharma,USA,Fitch,Bond Rating,2025-12-21,CCC,FIT916,3,FEED_3514
SEC_1004,Security_4,Pharma,USA,Morningstar,Long Term,2021-01-01,BB-,MOR687,7,FEED_4969
SEC_1004,Security_4,Pharma,USA,Morningstar,Long Term,2021-06-11,AA-,MOR410,7,FEED_4284
SEC_1004,Security_4,Pharma,USA,Morningstar,Long Term,2021-07-18,D,MOR568,7,FEED_8740
SEC_1004,Security_4,Pharma,USA,Morningstar,Long Term,2022-09-26,A-,MOR923,7,FEED_5566
SEC_1004,Security_4,Pharma,USA,Morningstar,Long Term,2022-04-26,BBB-,MOR807,7,FEED_3196
SEC_1004,Security_4,Pharma,USA,Morningstar,Long Term,2021-08-29,A-,MOR962,7,FEED_1789
SEC_1004,Security_4,Pharma,USA,Morningstar,Long Term,2023-07-20,AA,MOR143,7,FEED_4475
SEC_1004,Security_4,Pharma,USA,Morningstar,Long Term,2024-11-15,BB-,MOR514,7,FEED_2309
SEC_1004,Security_4,Pharma,USA,DBRS,Short Term,2021-01-01,BBB+,DBR797,2,FEED_1864
SEC_1004,Security_4,Pharma,USA,DBRS,Short Term,2021-01-31,AA,DBR954,2,FEED_6389
SEC_1004,Security_4,Pharma,USA,DBRS,Short Term,2022-03-15,CC,DBR345,2,FEED_4363
SEC_1004,Security_4,Pharma,USA,DBRS,Short Term,2022-03-15,A,DBR183,2,FEED_9215
SEC_1004,Security_4,Pharma,USA,DBRS,Short Term,2021-12-15,BB,DBR306,2,FEED_4003
SEC_1004,Security_4,Pharma,USA,DBRS,Short Term,2023-10-08,BB-,DBR250,2,FEED_9502
SEC_1004,Security_4,Pharma,USA,DBRS,Short Term,2023-12-05,CCC,DBR767,2,FEED_2231
SEC_1004,Security_4,Pharma,USA,DBRS,Short Term,2025-08-22,BB+,DBR627,2,FEED_8959
SEC_1004,Security_4,Pharma,USA,S&P,Issuer Rating,2021-01-01,D,S&P264,8,FEED_3711
SEC_1004,Security_4,Pharma,USA,S&P,Issuer Rating,2021-02-19,C,S&P244,8,FEED_7581
SEC_1004,Security_4,Pharma,USA,S&P,Issuer Rating,2021-06-02,BBB,S&P136,8,FEED_8705
SEC_1004,Security_4,Pharma,USA,S&P,Issuer Rating,2021-05-10,B,S&P432,8,FEED_1421
SEC_1004,Security_4,Pharma,USA,S&P,Issuer Rating,2021-05-01,AA,S&P502,8,FEED_1946
SEC_1004,Security_4,Pharma,USA,S&P,Issuer Rating,2023-05-16,BB+,S&P513,8,FEED_2834
SEC_1004,Security_4,Pharma,USA,S&P,Issuer Rating,2021-09-04,BBB-,S&P144,8,FEED_2564
SEC_1004,Security_4,Pharma,USA,S&P,Issuer Rating,2025-11-07,CCC,S&P501,8,FEED_8332
SEC_1004,Security_4,Pharma,USA,CARE,Short Term,2021-01-01,BBB+,CAR305,1,FEED_5944
SEC_1004,Security_4,Pharma,USA,CARE,Short Term,2021-06-01,AA-,CAR161,1,FEED_2308
SEC_1004,Security_4,Pharma,USA,CARE,Short Term,2021-08-27,BBB+,CAR519,1,FEED_3986
SEC_1004,Security_4,Pharma,USA,CARE,Short Term,2022-10-08,C,CAR967,1,FEED_1386
SEC_1004,Security_4,Pharma,USA,CARE,Short Term,2021-08-17,A+,CAR567,1,FEED_7131
SEC_1004,Security_4,Pharma,USA,CARE,Short Term,2021-12-17,AA-,CAR919,1,FEED_4258
SEC_1004,Security_4,Pharma,USA,CARE,Short Term,2024-08-19,CC,CAR118,1,FEED_7121
SEC_1004,Security_4,Pharma,USA,CARE,Short Term,2025-05-30,AAA,CAR464,1,FEED_5811
SEC_1004,Security_4,Pharma,USA,ICRA,Issuer Rating,2021-01-01,A,ICR399,4,FEED_7574
SEC_1004,Security_4,Pharma,USA,ICRA,Issuer Rating,2021-04-22,D,ICR106,4,FEED_7697
SEC_1004,Security_4,Pharma,USA,ICRA,Issuer Rating,2022-07-25,A+,ICR860,4,FEED_4933
SEC_1004,Security_4,Pharma,USA,ICRA,Issuer Rating,2021-04-28,C,ICR527,4,FEED_2439
SEC_1004,Security_4,Pharma,USA,ICRA,Issuer Rating,2024-01-26,BB-,ICR216,4,FEED_7169
SEC_1004,Security_4,Pharma,USA,ICRA,Issuer Rating,2021-06-20,AAA,ICR679,4,FEED_5480
SEC_1004,Security_4,Pharma,USA,ICRA,Issuer Rating,2022-07-19,C,ICR606,4,FEED_1055
SEC_1004,Security_4,Pharma,USA,Moody's,Short Term,2021-01-01,CC,MOO645,6,FEED_4324
SEC_1004,Security_4,Pharma,USA,Moody's,Short Term,2021-05-08,BBB,MOO805,6,FEED_7777
SEC_1004,Security_4,Pharma,USA,Moody's,Short Term,2021-09-14,AAA,MOO424,6,FEED_1105
SEC_1004,Security_4,Pharma,USA,Moody's,Short Term,2021-04-16,CC,MOO154,6,FEED_4201
SEC_1004,Security_4,Pharma,USA,Moody's,Short Term,2023-06-24,A+,MOO877,6,FEED_1669
SEC_1005,Security_5,Energy,Germany,DBRS,Long Term,2021-01-01,B+,DBR141,2,FEED_9934
SEC_1005,Security_5,Energy,Germany,DBRS,Long Term,2021-01-31,D,DBR396,2,FEED_1966
SEC_1005,Security_5,Energy,Germany,DBRS,Long Term,2022-02-09,BB-,DBR330,2,FEED_1307
SEC_1005,Security_5,Energy,Germany,DBRS,Long Term,2023-05-18,AAA,DBR552,2,FEED_3138
SEC_1005,Security_5,Energy,Germany,DBRS,Long Term,2021-09-10,BBB+,DBR989,2,FEED_1109
SEC_1005,Security_5,Energy,Germany,Fitch,Long Term,2021-01-01,AA+,FIT493,3,FEED_4632
SEC_1005,Security_5,Energy,Germany,Fitch,Long Term,2021-05-28,AA,FIT621,3,FEED_7728
SEC_1005,Security_5,Energy,Germany,Fitch,Long Term,2022-08-18,AAA,FIT457,3,FEED_6684
SEC_1005,Security_5,Energy,Germany,Fitch,Long Term,2021-09-07,BB,FIT543,3,FEED_7499
SEC_1005,Security_5,Energy,Germany,Fitch,Long Term,2023-10-02,CC,FIT227,3,FEED_2915
SEC_1005,Security_5,Energy,Germany,Fitch,Long Term,2022-12-07,B,FIT790,3,FEED_1556
SEC_1005,Security_5,Energy,Germany,Fitch,Long Term,2024-11-17,A+,FIT504,3,FEED_8619
SEC_1005,Security_5,Energy,Germany,Fitch,Long Term,2022-10-28,BB+,FIT491,3,FEED_1104
SEC_1005,Security_5,Energy,Germany,Fitch,Long Term,2023-11-23,A,FIT292,3,FEED_3047
SEC_1005,Security_5,Energy,Germany,S&P,Short Term,2021-01-01,C,S&P703,8,FEED_1145
SEC_1005,Security_5,Energy,Germany,S&P,Short Term,2021-10-06,A,S&P980,8,FEED_1873
SEC_1005,Security_5,Energy,Germany,S&P,Short Term,2021-04-29,BBB-,S&P842,8,FEED_1298
SEC_1005,Security_5,Energy,Germany,S&P,Short Term,2021-08-29,CC,S&P177,8,FEED_4238
SEC_1005,Security_5,Energy,Germany,S&P,Short Term,2022-10-11,AA-,S&P184,8,FEED_9837
SEC_1005,Security_5,Energy,Germany,S&P,Short Term,2023-04-16,CC,S&P129,8,FEED_7382
SEC_1005,Security_5,Energy,Germany,Moody's,Bond Rating,2021-01-01,AA+,MOO824,6,FEED_3511
SEC_1005,Security_5,Energy,Germany,Moody's,Bond Rating,2021-10-19,AA+,MOO148,6,FEED_7596
SEC_1005,Security_5,Energy,Germany,Moody's,Bond Rating,2022-04-14,BB+,MOO876,6,FEED_1783
SEC_1005,Security_5,Energy,Germany,Moody's,Bond Rating,2021-08-05,CCC,MOO244,6,FEED_5992
SEC_1005,Security_5,Energy,Germany,Moody's,Bond Rating,2022-07-15,CCC,MOO168,6,FEED_1370
SEC_1005,Security_5,Energy,Germany,CARE,Long Term,2021-01-01,AA-,CAR157,1,FEED_1486
SEC_1005,Security_5,Energy,Germany,CARE,Long Term,2021-08-02,AA,CAR796,1,FEED_8378
SEC_1005,Security_5,Energy,Germany,CARE,Long Term,2022-03-25,C,CAR673,1,FEED_4196
SEC_1005,Security_5,Energy,Germany,CARE,Long Term,2021-09-28,D,CAR578,1,FEED_5287
SEC_1005,Security_5,Energy,Germany,CARE,Long Term,2021-05-17,C,CAR919,1,FEED_3261
SEC_1005,Security_5,Energy,Germany,CARE,Long Term,2022-08-29,BBB-,CAR544,1,FEED_9572
SEC_1005,Security_5,Energy,Germany,CARE,Long Term,2021-11-03,A,CAR395,1,FEED_1238
SEC_1005,Security_5,Energy,Germany,CARE,Long Term,2021-07-30,A+,CAR777,1,FEED_7843
SEC_1006,Security_6,Automobile,India,Fitch,Long Term,2021-01-01,B,FIT270,3,FEED_2105
SEC_1006,Security_6,Automobile,India,Fitch,Long Term,2021-05-31,B,FIT674,3,FEED_2386
SEC_1006,Security_6,Automobile,India,Fitch,Long Term,2021-06-20,BB+,FIT246,3,FEED_2667
SEC_1006,Security_6,Automobile,India,Fitch,Long Term,2021-08-20,CC,FIT583,3,FEED_3691
SEC_1006,Security_6,Automobile,India,Fitch,Long Term,2021-08-09,AA-,FIT405,3,FEED_8756
SEC_1006,Security_6,Automobile,India,Fitch,Long Term,2024-12-01,BBB+,FIT772,3,FEED_2996
SEC_1006,Security_6,Automobile,India,Fitch,Long Term,2023-05-03,AA,FIT752,3,FEED_2425
SEC_1006,Security_6,Automobile,India,ICRA,Short Term,2021-01-01,B+,ICR945,4,FEED_9023
SEC_1006,Security_6,Automobile,India,ICRA,Short Term,2021-02-27,B+,ICR708,4,FEED_7849
SEC_1006,Security_6,Automobile,India,ICRA,Short Term,2022-05-06,AA+,ICR545,4,FEED_4247
